IdAdres;UL;NR_BUD;data;miejsce;typ_miejsc;stan_nawie;oznakowani;oswietleni;warunki_at;wypadek;ilosc_ucze;wiek_spraw;pojazd_spr;wiek_piesz;lekko_rann;ciezko_ran;zabici
26698;DR. LUDWIKA ZAMENHOFA;3;2016-12-15 13:10:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;OŚLEPIAJĄCE SŁONCE;ZDERZENIE CZOŁOWE;2;68;SAMOCHÓD OSOBOWY;26;1;0;0
26698;DR. LUDWIKA ZAMENHOFA;3;2016-12-30 13:10:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;57;MOTOCYKL INNY;57;0;1;0
26700;dr. Ludwika Zamenhofa;7;2016-10-17 13:30:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;54;SAMOCHÓD OSOBOWY;23;1;0;0
26700;DR. LUDWIKA ZAMENHOFA;7;2016-10-21 04:18:00.000;ODCINEK PROSTY;PRZEJAZD DLA ROWERZYSTÓW;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;65;SAMOCHÓD OSOBOWY;21;1;0;0
26700;DR. LUDWIKA ZAMENHOFA;7;2016-12-11 21:40:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;62;SAMOCHÓD OSOBOWY;34;0;1;0
26701;dr. Ludwika Zamenhofa;9;2016-10-31 15:40:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;WYPADEK Z PASAŻERM;2;57;SAMOCHÓD OSOBOWY;32;1;0;0
26701;DR. LUDWIKA ZAMENHOFA;9;2016-11-06 09:20:00.000;ZAKRĘT, ŁUK;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;66;SAMOCHÓD OSOBOWY;33;1;0;0
26705;Marii Skłodowskiej-Curie;14;2016-12-16 23:55:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE TYLNE;2;52;SAMOCHÓD CIĘŻAROWY DMC DO 3,5 T;52;0;1;0
26705;MARII SKŁODOWSKIEJ-CURIE;14;2016-12-22 18:35:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;POCHMURNO;ZDERZENIE BOCZNE;2;60;SAMOCHÓD OSOBOWY;37;1;0;0
26707;MARII SKŁODOWSKIEJ-CURIE;10;2016-11-17 10:15:00.000;ODCINEK PROSTY;WJAZD, WYJAZD Z POSESJI, POLA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;OPADY DESZCZU;ZDERZENIE BOCZNE;2;52;SAMOCHÓD OSOBOWY;47;1;0;0
26717;RADZIWIŁŁOWSKA;8;2016-10-03 15:30:00.000;ODCINEK PROSTY;PRZEWIĄZKA NA DRODZE DWUJEZDNIOWEJ;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;OPADY DESZCZU;ZDERZENIE TYLNE;2;66;SAMOCHÓD OSOBOWY;17;1;0;0
26717;RADZIWIŁŁOWSKA;8;2016-12-12 07:10:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA POJAZD UNIERUCHOMIONY;2;62;SAMOCHÓD OSOBOWY;21;0;0;1
26718;Radziwiłłowska;4;2016-12-21 07:15:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;51;SAMOCHÓD OSOBOWY;26;1;0;0
26725;Radziwiłłowska;5;2016-11-02 17:05:00.000;ODCINEK PROSTY;WJAZD, WYJAZD Z POSESJI, POLA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;65;SAMOCHÓD OSOBOWY;88;1;0;0
26726;Radziwiłłowska;7;2016-11-28 22:15:00.000;ODCINEK PROSTY;PRZEJAZD TRAMWAJOWY, TOROWISKO TRAMWAJ.;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;POCHMURNO;WYWRÓCENIE POJAZDU;1;56;SAMOCHÓD OSOBOWY;26;1;0;0
26726;RADZIWIŁŁOWSKA;7;2016-12-26 16:20:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;ZDERZENIE TYLNE;2;62;SAMOCHÓD OSOBOWY;38;1;0;0
26730;Radziwiłłowska;15;2016-12-06 05:40:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;ZDERZENIE TYLNE;2;48;SAMOCHÓD OSOBOWY;55;1;0;0
26731;Radziwiłłowska;17;2016-10-14 11:25:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;POCHMURNO;NAJECHANIE NA PIESZEGO;1;59;SAMOCHÓD OSOBOWY;42;1;0;0
26732;Radziwiłłowska;19;2016-10-02 11:12:00.000;ZAKRĘT, ŁUK;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE CZOŁOWE;2;51;SAMOCHÓD OSOBOWY;26;1;1;0
26744;Mikołaja Zyblikiewicza;18;2016-12-20 16:10:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;OPADY DESZCZU;ZDERZENIE BOCZNE;2;54;SAMOCHÓD OSOBOWY;35;1;0;0
26749;Westerplatte;18;2016-12-22 21:10:00.000;ZAKRĘT, ŁUK;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;50;SAMOCHÓD OSOBOWY;35;1;0;0
26754;LIBROWSZCZYZNA;6;2016-12-29 17:00:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;22;SAMOCHÓD OSOBOWY;20;0;1;0
26755;LIBROWSZCZYZNA;4;2016-10-14 09:00:00.000;ODCINEK PROSTY;DROGA, PAS RUCHU, ŚLUZA DLA ROWERÓW;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;WYWRÓCENIE POJAZDU;1;24;SAMOCHÓD OSOBOWY;24;1;0;0
26755;LIBROWSZCZYZNA;4;2016-12-05 13:10:00.000;ODCINEK PROSTY;PARKING, PLAC, MOP;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;32;SAMOCHÓD OSOBOWY;30;4;0;0
26758;Mikołaja Zyblikiewicza;9;2016-12-30 10:50:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;30;MOTOCYKL INNY;24;1;0;0
26761;MIKOŁAJA ZYBLIKIEWICZA;11;2016-12-01 18:35:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;ZDERZENIE BOCZNE;2;21;SAMOCHÓD OSOBOWY;21;1;0;0
26762;Mikołaja Zyblikiewicza;11A;2016-10-08 13:35:00.000;SYGNALIZACJA ŚWIETLNA - JEST, NIE DZIAŁA;ROBOTY DROGOWE, OZNAK. TYMCZASOWE;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;ZDERZENIE BOCZNE;2;24;SAMOCHÓD OSOBOWY;24;1;0;0
26762;MIKOŁAJA ZYBLIKIEWICZA;11A;2016-10-19 06:30:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;15;ROWER;15;0;1;0
26765;Mikołaja Zyblikiewicza;19;2016-10-17 18:48:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;OPADY ŚNIEGU, GRADU;NAJECHANIE NA PIESZEGO;1;21;SAMOCHÓD OSOBOWY;46;0;1;0
26769;Bonerowska;14;2016-10-03 21:50:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;OPADY DESZCZU;WYPADEK Z PASAŻERM;2;24;MOTOCYKL INNY;24;1;0;0
26771;BONEROWSKA;10;2016-12-19 16:00:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;NOC - DROGA OŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;WYWRÓCENIE POJAZDU;1;25;SAMOCHÓD OSOBOWY;27;1;0;0
26775;Librowszczyzna;5;2016-12-14 06:40:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;WYWRÓCENIE POJAZDU;2;59;SAMOCHÓD OSOBOWY;25;0;1;0
26776;BONEROWSKA;2;2016-10-10 13:00:00.000;SYGNALIZACJA ŚWIETLNA - JEST, NIE DZIAŁA;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;POCHMURNO;NAJECHANIE NA PIESZEGO;1;54;SAMOCHÓD OSOBOWY;54;1;0;0
26781;BONEROWSKA;11;2016-10-10 19:10:00.000;SKRZYŻOWANIE O RUCHU OKRĘŻNYM;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;45;SAMOCHÓD OSOBOWY;83;1;0;0
26783;Wielopole;30;2016-10-05 21:50:00.000;ODCINEK PROSTY;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;POCHMURNO;NAJECHANIE NA PIESZEGO;1;45;SAMOCHÓD CIĘŻAROWY DMC DO 3,5 T;22;1;0;0
26783;WIELOPOLE;30;2016-12-03 08:00:00.000;ODCINEK PROSTY;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;46;SAMOCHÓD OSOBOWY;37;0;1;0
26786;WIELOPOLE;24;2016-12-09 09:25:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;OPADY DESZCZU;NAJECHANIE NA PIESZEGO;1;57;SAMOCHÓD OSOBOWY;86;1;0;0
26789;Wielopole;20;2016-11-26 14:45:00.000;ODCINEK PROSTY;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;65;SAMOCHÓD CIĘŻAROWY DMC POWYŻEJ 3,5 T;65;1;0;0
26790;Józefa Dietla;88;2016-12-10 10:45:00.000;ODCINEK PROSTY;DROGA, PAS RUCHU, ŚLUZA DLA ROWERÓW;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;44;SAMOCHÓD OSOBOWY;41;1;0;0
26793;Starowiślna;4;2016-10-27 08:10:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;OPADY DESZCZU;ZDERZENIE BOCZNE;2;58;SAMOCHÓD CIĘŻAROWY DMC DO 3,5 T;43;0;0;1
26793;STAROWIŚLNA;4;2016-11-28 09:41:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;49;SAMOCHÓD OSOBOWY;60;0;1;0
26794;Wielopole;3;2016-12-12 08:00:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA NIEOŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;50;SAMOCHÓD OSOBOWY;69;0;1;0
26798;STAROWIŚLNA;22;2016-10-14 15:30:00.000;ZAKRĘT, ŁUK;PRZEJAZD DLA ROWERZYSTÓW;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;43;SAMOCHÓD OSOBOWY;34;1;0;0
26806;Wielopole;7;2016-12-06 17:45:00.000;ZAKRĘT, ŁUK;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;OPADY DESZCZU;WYWRÓCENIE POJAZDU;1;55;SAMOCHÓD OSOBOWY;50;1;0;0
26807;Wielopole;5;2016-10-10 16:15:00.000;ODCINEK PROSTY;PRZYSTANEK KOMUNIKACJI PUBLICZNEJ;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;44;SAMOCHÓD OSOBOWY;39;1;0;0
26810;STAROWIŚLNA;1;2016-11-21 15:08:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;POCHMURNO;ZDERZENIE BOCZNE;3;NULL;SAMOCHÓD CIĘŻAROWY DMC DO 3,5 T;34;0;1;0
26816;św. Gertrudy;9;2016-10-20 19:40:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;POCHMURNO;ZDERZENIE BOCZNE;2;29;ROWER;29;1;0;0
26817;Józefa Sarego;6;2016-11-07 13:15:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;NAJECHANIE NA PIESZEGO;1;15;PIESZY;15;0;1;0
26817;JÓZEFA SAREGO;6;2016-11-27 20:00:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;69;ROWER;69;1;0;0
26821;Starowiślna;21;2016-12-08 17:00:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;NULL;SAMOCHÓD OSOBOWY;14;1;0;0
26822;STAROWIŚLNA;19;2016-12-11 14:38:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;OPADY DESZCZU;NAJECHANIE NA PIESZEGO;1;25;SAMOCHÓD OSOBOWY;27;0;1;0
26824;JÓZEFA SAREGO;3;2016-11-22 19:43:00.000;ODCINEK PROSTY;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIT, ZMROK;OPADY DESZCZU;NAJECHANIE NA PIESZEGO;1;41;SAMOCHÓD OSOBOWY;70;1;0;0
26830;JÓZEFA SAREGO;9;2016-11-17 11:55:00.000;ODCINEK PROSTY;PRZEJAZD TRAMWAJOWY, TOROWISKO TRAMWAJ.;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;NAJECHANIE NA PIESZEGO;1;50;SAMOCHÓD OSOBOWY;38;1;0;0
26831;Józefa Sarego;15;2016-11-21 07:40:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;POCHMURNO;NAJECHANIE NA PIESZEGO;1;25;PIESZY;25;1;0;0
26833;Wojciecha Bogusławskiego;8;2016-10-21 08:40:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;53;ROWER;45;0;1;0
26833;WOJCIECHA BOGUSŁAWSKIEGO;8;2016-10-21 10:00:00.000;ODCINEK PROSTY;MOST, WIADUKT, ŁĄCZNICA, TUNEL;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;OPADY DESZCZU;NAJECHANIE NA PIESZEGO;1;26;ROWER;13;0;1;0
26839;św. Gertrudy;18;2016-12-25 00:05:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;OPADY DESZCZU;NAJECHANIE NA PIESZEGO;1;48;SAMOCHÓD OSOBOWY;37;1;0;0
26846;JÓZEFA DIETLA;68;2016-12-20 15:13:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA DZIURĘ, WYBÓJ, GARB;1;34;PIESZY;34;1;0;0
26848;Józefa Dietla;64;2016-10-11 18:00:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;WYWRÓCENIE POJAZDU;1;20;PIESZY;20;2;0;0
26849;JÓZEFA DIETLA;62;2016-10-06 06:05:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA ZWIERZĘ;1;30;PIESZY;30;0;1;0
26849;Józefa Dietla;62;2016-11-24 14:55:00.000;ZAKRĘT, ŁUK;SKARPA, RÓW;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;POCHMURNO;INNE;1;32;ROWER;32;0;0;1
26850;JÓZEFA DIETLA;56;2016-12-01 17:09:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - NIE MA;NOC - DROGA OŚWIETLONA;POCHMURNO;WYWRÓCENIE POJAZDU;1;62;PIESZY;62;1;0;0
26853;Józefa Dietla;46A;2016-11-29 20:10:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;NULL;PASAŻER;40;1;0;0
26854;Stradomska;6;2016-12-21 09:15:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;NULL;PASAŻER;71;1;0;0
26855;STRADOMSKA;4;2016-10-02 17:10:00.000;ODCINEK PROSTY;WJAZD, WYJAZD Z POSESJI, POLA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;NULL;PASAŻER;22;1;0;0
26866;Bernardyńska;9;2016-11-03 13:30:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;NAJECHANIE NA PIESZEGO;1;17;PIESZY;17;1;0;0
26866;BERNARDYŃSKA;9;2016-12-25 09:02:00.000;ODCINEK PROSTY;PARKING, PLAC, MOP;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;POCHMURNO;NAJECHANIE NA PIESZEGO;1;35;PIESZY;35;0;1;0
26866;BERNARDYŃSKA;9;2016-12-28 14:10:00.000;ODCINEK PROSTY;DROGA, PAS RUCHU, ŚLUZA DLA ROWERÓW;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;NAJECHANIE NA PIESZEGO;1;45;PIESZY;45;0;1;0
26870;Smocza;6A;2016-10-12 19:35:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;POCHMURNO;ZDERZENIE TYLNE;2;20;PIESZY;20;2;0;0
26870;SMOCZA;6A;2016-11-25 06:20:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;ZDERZENIE TYLNE;2;25;ROWER;25;1;0;0
26870;SMOCZA;6A;2016-12-01 16:10:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;ZDERZENIE TYLNE;2;64;SAMOCHÓD OSOBOWY;39;1;0;0
26881;św. Agnieszki;3;2016-12-27 04:54:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE TYLNE;2;27;PIESZY;27;1;0;0
26886;Józefa Dietla;32;2016-10-25 07:40:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;MOST, WIADUKT, ŁĄCZNICA, TUNEL;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE TYLNE;2;23;PIESZY;23;0;1;0
26886;JÓZEFA DIETLA;32;2016-12-14 17:00:00.000;ZAKRĘT, ŁUK;MOST, WIADUKT, ŁĄCZNICA, TUNEL;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;OPADY DESZCZU;NAJECHANIE NA POJAZD UNIERUCHOMIONY;2;64;ROWER;64;1;0;0
